Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date,Location
50279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,7603663711,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.91,,01-01-2017,12/31/2017,"6601 WHITE FEATHER ROAD JOSHUA TREE, CA 92252 (34.132676, -116.276709)"
40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,AR,72902,SEBASTIAN,4794414000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.06,,01-01-2017,12/31/2017,"1001 TOWSON AVENUE FORT SMITH, AR 72902 (35.374527, -94.421311)"
60028,SAINT JOSEPH HOSPITAL,1375 EAST 19TH AVENUE,DENVER,CO,80218,DENVER,3038122000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"1375 EAST 19TH AVENUE DENVER, CO 80218 (39.745722, -104.972135)"
100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,32539,OKALOOSA,8506898100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"151 REDSTONE AVE SE CRESTVIEW, FL 32539 (30.736947, -86.561842)"
40152,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,WASHINGTON,4795717002,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.07,,01-01-2017,12/31/2017,"3873 NORTH PARKVIEW DRIVE FAYETTEVILLE, AR 72703 (36.12133, -94.13373)"
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,6194356251,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.87,,01-01-2017,12/31/2017,"250 PROSPECT PLACE CORONADO, CA 92118 (32.694257, -117.167947)"
70010,BRIDGEPORT HOSPITAL,267 GRANT STREET,BRIDGEPORT,CT,6610,FAIRFIELD,2033843000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1,,01-01-2017,12/31/2017,"267 GRANT STREET BRIDGEPORT, CT 06610 (41.188776, -73.16608)"
50763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.45,,01-01-2017,12/31/2017,"1711 WEST TEMPLE STREET LOS ANGELES, CA 90026 (34.06879, -118.26356)"
50663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232670477,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.23,,01-01-2017,12/31/2017,"4081 E OLYMPIC BLVD LOS ANGELES, CA 90023 (34.018874, -118.186461)"
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,FAYETTE,2059325966,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.92,,01-01-2017,12/31/2017,"1653 TEMPLE AVENUE NORTH FAYETTE, AL 35555 (33.707708, -87.823706)"
50455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,6613953000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"2615 CHESTER AVENUE BAKERSFIELD, CA 93301 (35.383056, -119.018857)"
110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,CHATHAM,9128196000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.06,,01-01-2017,12/31/2017,"5353 REYNOLDS STREET SAVANNAH, GA 31412 (32.027361, -81.101731)"
50254,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,EL DORADO,5306221441,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.91,,01-01-2017,12/31/2017,"1100 MARSHALL WAY PLACERVILLE, CA 95667 (38.724483, -120.790643)"
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,HALL,7705353553,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.92,,01-01-2017,12/31/2017,"743 SPRING STREET GAINESVILLE, GA 30501 (34.30335, -83.81737)"
50091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,3235831931,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"2623 E SLAUSON AVE HUNTINGTON PARK, CA 90255 (33.989182, -118.22419)"
40147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,72118,PULASKI,5017488000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.93,,01-01-2017,12/31/2017,"5201 NORTH SHORE DRIVE NO LITTLE ROCK, AR 72118 (34.801458, -92.347687)"
20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,9074528181,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.79,,01-01-2017,12/31/2017,"1650 COWLES STREET FAIRBANKS, AK 99701 (64.831407, -147.736254)"
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,FL,33430,PALM BEACH,5619966571,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"39200 HOOKER HWY BELLE GLADE, FL 33430 (26.725684, -80.670079)"
50283,STANFORD HEALTH CARE - VALLEYCARE,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,ALAMEDA,9254477000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"5555 WEST LAS POSITAS BOULEVARD PLEASANTON, CA 94588 (37.692133, -121.880027)"
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,3344933541,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.08,,01-01-2017,12/31/2017,"702 N MAIN ST OPP, AL 36467 (31.291972, -86.255415)"
110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,FULTON,4046055000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.95,,01-01-2017,12/31/2017,"1968 PEACHTREE RD NW ATLANTA, GA 30309 (33.808802, -84.393369)"
100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,PINELLAS,7278251100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.04,,01-01-2017,12/31/2017,"1200 SEVENTH AVE N SAINT PETERSBURG, FL 33705 (27.779343, -82.651224)"
50492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,5593244000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.05,,01-01-2017,12/31/2017,"2755 HERNDON AVE CLOVIS, CA 93611 (36.837421, -119.661626)"
110015,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,VILLA RICA,GA,30180,CARROLL,7704563101,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"601 DALLAS HIGHWAY VILLA RICA, GA 30180 (33.742992, -84.919477)"
10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,MOBILE,2516331000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.98,,01-01-2017,12/31/2017,"6801 AIRPORT BOULEVARD MOBILE, AL 36608 (30.68169, -88.198329)"
70003,DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,6260,WINDHAM,8609286541,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.05,,01-01-2017,12/31/2017,"320 POMFRET STREET PUTNAM, CT 06260 (41.907746, -71.914692)"
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,9259393000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"1601 YGNACIO VALLEY RD WALNUT CREEK, CA 94598 (37.914297, -122.042071)"
90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,THE DISTRICT,2025746611,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"1310 SOUTHERN AVENUE SE WASHINGTON, DC 20032 (38.834155, -76.984698)"
50121,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,CA,93230,KINGS,2094107200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"115 MALL DRIVE HANFORD, CA 93230 (36.323877, -119.669005)"
50007,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,6506965270,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.92,,01-01-2017,12/31/2017,"1501 TROUSDALE DRIVE BURLINGAME, CA 94010 (37.594398, -122.383356)"
50169,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,CA,90602,LOS ANGELES,5266980811,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"12401 WASHINGTON BLVD WHITTIER, CA 90602 (33.967433, -118.048143)"
70017,MIDSTATE MEDICAL CENTER,435 LEWIS AVENUE,MERIDEN,CT,6450,NEW HAVEN,2036948200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1,,01-01-2017,12/31/2017,"435 LEWIS AVENUE MERIDEN, CT 06450 (41.550036, -72.803878)"
10173,ST VINCENT'S CHILTON,2030 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,2054927008,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.87,,01-01-2017,12/31/2017,"2030 LAY DAM ROAD CLANTON, AL 35045 (32.876585, -86.623511)"
50124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91209,LOS ANGELES,8187907100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.11,,01-01-2017,12/31/2017,"1812 VERDUGO BLVD GLENDALE, CA 91209 (34.205614, -118.216048)"
40088,MEDICAL CENTER OF SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71730,UNION,8708632000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"700 WEST GROVE STREET EL DORADO, AR 71730 (33.218378, -92.67103)"
50017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,9164534453,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.94,,01-01-2017,12/31/2017,"4001 J ST SACRAMENTO, CA 95819 (38.569385, -121.452482)"
100320,POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,34758,OSCEOLA,4075302000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.99,,01-01-2017,12/31/2017,"325 CYPRESS PKWY KISSIMMEE, FL 34758 (28.142723, -81.472985)"
100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,LEON,8506565000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.04,,01-01-2017,12/31/2017,"2626 CAPITAL MEDICAL BLVD TALLAHASSEE, FL 32308 (30.475376, -84.230728)"
50485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,5629332000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"2801 ATLANTIC AVE LONG BEACH, CA 90806 (33.807107, -118.185098)"
50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,7075714000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.81,,01-01-2017,12/31/2017,"401 BICENTENNIAL WAY SANTA ROSA, CA 95403 (38.470217, -122.724316)"
100322,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,WILLISTON,FL,32696,LEVY,3525282801,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.75,,01-01-2017,12/31/2017,"125 SW 7TH ST WILLISTON, FL 32696 (29.384354, -82.455793)"
50471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,2139772121,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.01,,01-01-2017,12/31/2017,"1225 WILSHIRE BOULEVARD LOS ANGELES, CA 90017 (34.053209, -118.265292)"
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,MIAMI-DADE,3058235000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.14,,01-01-2017,12/31/2017,"2001 W 68TH ST HIALEAH, FL 33016 (25.884168, -80.324568)"
10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,2519282375,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.95,,01-01-2017,12/31/2017,"750 MORPHY AVENUE FAIRHOPE, AL 36532 (30.519999, -87.890333)"
40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,GREENE,8702397000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.05,,01-01-2017,12/31/2017,"900 WEST KINGSHIGHWAY PARAGOULD, AR 72450 (36.052593, -90.499051)"
50262,RONALD REAGAN U C L A MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,3108256301,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"757 WESTWOOD PLAZA LOS ANGELES, CA 90095 (34.063939, -118.445411)"
50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,3105176441,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.85,,01-01-2017,12/31/2017,"25825 SOUTH VERMONT AVENUE HARBOR CITY, CA 90710 (33.788623, -118.294366)"
50236,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,8059556000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1,,01-01-2017,12/31/2017,"2975 N SYCAMORE DR SIMI VALLEY, CA 93065 (34.288837, -118.74396)"
30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,MARICOPA,6235244000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.93,,01-01-2017,12/31/2017,"14502 WEST MEEKER BOULEVARD SUN CITY WEST, AZ 85375 (33.658307, -112.371939)"
110121,GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE",CAIRO,GA,39828,GRADY,2293770251,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.95,,01-01-2017,12/31/2017,"1155 5TH STREET, SE CAIRO, GA 39828 (30.863393, -84.200261)"
50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.06,,01-01-2017,12/31/2017,"6655 ALVARADO ROAD SAN DIEGO, CA 92120 (32.777136, -117.056602)"
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,BREVARD,3217997111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.02,,01-01-2017,12/31/2017,"701 W COCOA BEACH CAUSEWAY COCOA BEACH, FL 32932 (28.357879, -80.622733)"
50115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,SAN DIEGO,7607393000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1,,01-01-2017,12/31/2017,"555 EAST VALLEY PARKWAY ESCONDIDO, CA 92025 (33.125937, -117.076186)"
110032,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,TOCCOA,GA,30577,STEPHENS,7062824250,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.91,,01-01-2017,12/31/2017,"163 HOSPITAL DRIVE TOCCOA, GA 30577 (34.59302, -83.347172)"
50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.94,,01-01-2017,12/31/2017,"4501 SAND CREEK ROAD ANTIOCH, CA 94531 (37.949469, -121.774824)"
110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,706 N PARRISH AVE,ADEL,GA,31620,COOK,2298968077,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.85,,01-01-2017,12/31/2017,"706 N PARRISH AVE ADEL, GA 31620 (31.144055, -83.424824)"
60065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,THORNTON,CO,80229,ADAMS,3034517800,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.97,,01-01-2017,12/31/2017,"9191 GRANT ST THORNTON, CO 80229 (39.86438, -104.984783)"
10146,RMC JACKSONVILLE,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265,CALHOUN,2567824538,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.07,,01-01-2017,12/31/2017,"1701 SOUTH PELHAM ROAD JACKSONVILLE, AL 36265 (33.785191, -85.761263)"
100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,PINELLAS,7275885200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.1,,01-01-2017,12/31/2017,"201 14TH ST SW LARGO, FL 33770 (27.914914, -82.802671)"
100086,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,33064,BROWARD,9547866950,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.11,,01-01-2017,12/31/2017,"201 E SAMPLE RD POMPANO BEACH, FL 33064 (26.275137, -80.120739)"
110071,APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,GA,31513,APPLING,9123679841,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.93,,01-01-2017,12/31/2017,"163 E TOLLISON STREET BAXLEY, GA 31513 (31.768768, -82.349351)"
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,2565435200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.94,,01-01-2017,12/31/2017,"600 SOUTH THIRD STREET GADSDEN, AL 35901 (34.003811, -86.004086)"
60032,ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,CO,80220,DENVER,3033202121,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"4567 E 9TH AVENUE DENVER, CO 80220 (39.731076, -104.934011)"
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,BROWARD,9547212200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.13,,01-01-2017,12/31/2017,"7201 N UNIVERSITY DR TAMARAC, FL 33321 (26.211385, -80.252543)"
60116,GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,BOULDER,3036894000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.95,,01-01-2017,12/31/2017,"200 EXEMPLA CIRCLE LAFAYETTE, CO 80026 (39.969753, -105.083065)"
50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4153536000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.96,,01-01-2017,12/31/2017,"900 HYDE ST SAN FRANCISCO, CA 94109 (37.789561, -122.417112)"
100267,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,FL,34223,SARASOTA,9414756571,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"700 MEDICAL BLVD ENGLEWOOD, FL 34223 (26.949009, -82.327951)"
30022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,6023445011,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.99,,01-01-2017,12/31/2017,"2601 EAST ROOSEVELT STREET PHOENIX, AZ 85008 (33.458525, -112.02643)"
100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,DUVAL,9042963700,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.98,,01-01-2017,12/31/2017,"4201 BELFORT RD JACKSONVILLE, FL 32216 (30.253096, -81.584126)"
100275,WELLINGTON REGIONAL MEDICAL CENTER LLC,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,PALM BEACH,5617988500,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.07,,01-01-2017,12/31/2017,"10101 FOREST HILL BLVD WELLINGTON, FL 33414 (26.650806, -80.204858)"
100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,FL,34613,HERNANDO,3525966632,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"11375 CORTEZ BLVD BROOKSVILLE, FL 34613 (28.533305, -82.534495)"
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,4082366400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.83,,01-01-2017,12/31/2017,"700 LAWRENCE EXPRESSWAY SANTA CLARA, CA 95051 (37.335456, -121.995767)"
100080,JFK MEDICAL CENTER,5301 S CONGRESS AVE,ATLANTIS,FL,33462,PALM BEACH,5619657300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"5301 S CONGRESS AVE ATLANTIS, FL 33462 (26.598548, -80.09031)"
50189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,8313856000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.88,,01-01-2017,12/31/2017,"300 CANAL STREET KING CITY, CA 93930 (36.206819, -121.132137)"
100002,BETHESDA HOSPITAL EAST,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,PALM BEACH,5617377733,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.1,,01-01-2017,12/31/2017,"2815 S SEACREST BLVD BOYNTON BEACH, FL 33435 (26.50404, -80.06868)"
60003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVENUE,LONGMONT,CO,80501,BOULDER,3036515111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.01,,01-01-2017,12/31/2017,"1950 MOUNTAIN VIEW AVENUE LONGMONT, CO 80501 (40.181324, -105.126382)"
50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4158332646,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.86,,01-01-2017,12/31/2017,"2425 GEARY BLVD SAN FRANCISCO, CA 94115 (37.782778, -122.443222)"
30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,6238324000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.93,,01-01-2017,12/31/2017,"10401 WEST THUNDERBIRD BOULEVARD SUN CITY, AZ 85351 (33.604798, -112.282538)"
50586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,9096276111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.88,,01-01-2017,12/31/2017,"5451 WALNUT AVE CHINO, CA 91710 (34.026351, -117.685988)"
100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,BROWARD,9545875010,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.03,,01-01-2017,12/31/2017,"401 NW 42ND AVE PLANTATION, FL 33317 (26.126461, -80.20417)"
10052,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,AL,36853,TALLAPOOSA,2568257821,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.89,,01-01-2017,12/31/2017,"201 MARIARDEN ROAD DADEVILLE, AL 36853 (32.8187, -85.741758)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.99,,01-01-2017,12/31/2017,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,5106554000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,0.99,,01-01-2017,12/31/2017,"350 HAWTHORNE AVENUE OAKLAND, CA 94609 (37.820784, -122.26328)"
100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,OKALOOSA,8508621111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.05,,01-01-2017,12/31/2017,"1000 MAR-WALT DR FORT WALTON BEACH, FL 32547 (30.454676, -86.632069)"
50468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,3105324200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB-1,1.2,,01-01-2017,12/31/2017,"1145 W REDONDO BEACH BLVD GARDENA, CA 90247 (33.892375, -118.295106)"
